Volatility 3 Framework 2.26.1

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531993	snapd	28115	28130	2	0x8800154de000	AF_UNIX	STREAM	-	-	54482	/run/systemd/journal/stdout	54483	ESTABLISHED	-
4026531993	snapd	28115	28130	7	0x88003bcdb800	AF_UNIX	STREAM	-	/run/snapd.socket	26985	-	-	LISTEN	-
4026531993	snapd	28115	28130	9	0x88003bcd8000	AF_UNIX	STREAM	-	/run/snapd-snap.socket	26986	-	-	LISTEN	-
4026531993	snapd	28115	28131	1	0x8800154de000	AF_UNIX	STREAM	-	-	54482	/run/systemd/journal/stdout	54483	ESTABLISHED	-
4026531993	snapd	28115	28131	2	0x8800154de000	AF_UNIX	STREAM	-	-	54482	/run/systemd/journal/stdout	54483	ESTABLISHED	-
4026531993	snapd	28115	28131	7	0x88003bcdb800	AF_UNIX	STREAM	-	/run/snapd.socket	26985	-	-	LISTEN	-
4026531993	snapd	28115	28131	9	0x88003bcd8000	AF_UNIX	STREAM	-	/run/snapd-snap.socket	26986	-	-	LISTEN	-
4026531993	apache2	5573	5573	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	5573	5573	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	5573	5573	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	5573	5573	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	5763	5763	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	5763	5763	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	5763	5763	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	5763	5763	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6196	6196	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6196	6196	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6196	6196	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6196	6196	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6262	6262	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6262	6262	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6262	6262	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6262	6262	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6266	6266	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6266	6266	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6266	6266	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6266	6266	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6281	6281	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6281	6281	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6281	6281	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6281	6281	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6285	6285	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6285	6285	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6285	6285	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6285	6285	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6286	6286	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6286	6286	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6286	6286	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6286	6286	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	6287	6287	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6287	6287	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	6287	6287	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	6287	6287	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	apache2	9054	9054	3	0x8800367e0000	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	9054	9054	4	0x8800367e8840	AF_INET6	STREAM	TCP	::	80	::	0	LISTEN	-
4026531993	apache2	9054	9054	5	0x8800367e1e00	AF_INET	STREAM	TCP	0.0.0.0	0	0.0.0.0	0	CLOSE	-
4026531993	apache2	9054	9054	6	0x8800367e9080	AF_INET6	STREAM	TCP	::	443	::	0	LISTEN	-
4026531993	sshd	9055	9055	3	0x8800367e1680	AF_INET	STREAM	TCP	172.31.47.60	22	23.226.128.37	42760	ESTABLISHED	-
4026531993	sshd	9055	9055	4	0x88003cd51c00	AF_UNIX	DGRAM	-	-	110219	/run/systemd/journal/dev-log	8801	UNCONNECTED	-
4026531993	sshd	9055	9055	6	0x88003cd50800	AF_UNIX	STREAM	-	-	110388	-	110387	ESTABLISHED	-
4026531993	systemd	9057	9057	1	0x88003cd55400	AF_UNIX	STREAM	-	-	110294	/run/systemd/journal/stdout	110298	ESTABLISHED	-
4026531993	systemd	9057	9057	2	0x88003cd55400	AF_UNIX	STREAM	-	-	110294	/run/systemd/journal/stdout	110298	ESTABLISHED	-
4026531993	systemd	9057	9057	3	0x88003cd52000	AF_UNIX	DGRAM	-	-	110320	/run/systemd/journal/socket	8805	UNCONNECTED	-
4026531993	systemd	9057	9057	8	0x88003ac62000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	9057	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531993	systemd	9057	9057	13	0x88003cd54400	AF_UNIX	DGRAM	-	/run/user/1000/systemd/notify	110333	-	-	UNCONNECTED	-
4026531993	systemd	9057	9057	14	0x88003cd56800	AF_UNIX	STREAM	-	/run/user/1000/systemd/private	110334	-	-	LISTEN	-
4026531993	(sd-pam)	9060	9060	1	0x88003cd55400	AF_UNIX	STREAM	-	-	110294	/run/systemd/journal/stdout	110298	ESTABLISHED	-
4026531993	(sd-pam)	9060	9060	2	0x88003cd55400	AF_UNIX	STREAM	-	-	110294	/run/systemd/journal/stdout	110298	ESTABLISHED	-
4026531993	(sd-pam)	9060	9060	7	0x88003cd53c00	AF_UNIX	DGRAM	-	-	110301	/run/systemd/journal/dev-log	8801	UNCONNECTED	-
4026531993	sshd	9118	9118	3	0x8800367e1680	AF_INET	STREAM	TCP	172.31.47.60	22	23.226.128.37	42760	ESTABLISHED	-
4026531993	sshd	9118	9118	4	0x88003cd51c00	AF_UNIX	DGRAM	-	-	110219	/run/systemd/journal/dev-log	8801	UNCONNECTED	-
4026531993	sshd	9118	9118	5	0x88003cd55c00	AF_UNIX	STREAM	-	-	110387	-	110388	ESTABLISHED	-
4026531993	sudo	14088	14088	3	0x880015404800	AF_UNIX	STREAM	-	-	116630	-	0	ESTABLISHED	-
4026531993	sudo	14088	14088	5	0x880017bf2000	AF_NETLINK	RAW	NETLINK_AUDIT	-	14088	group:0x00000000	0	UNCONNECTED	-
4026531993	sudo	14088	14088	8	0x880015403000	AF_UNIX	DGRAM	-	-	116633	/run/systemd/journal/dev-log	8801	UNCONNECTED	-
